;human_prediction;comments;prediction;probability_class_one
361;1;OMG!! I'm on tearssss! :'(;0;0.2448430743848941
362;0;This teeny bop little girl shit sounds nothing like Marvin Gaye's Let's Get it On!;0;0.2290774745019071
363;0;love that ! <3;0;0.2398119137211645
364;0;Thank you Graham Norton for introducing me to this fantastic artist. I love this song.;0;0.3391906531360928
365;0;"Remember the song ""with or without you"" by U2?  Afro-Caribbean rhythms (I'm from W Africa) with piano cello describes a cover I just did of that song, it is very catchy.. Click on my name to watch it on my channel and if u like it come back and give this comment a thumbs up";1;0.6422098224703092
366;0;put me on wit mookie;0;0.2731804684101225
367;0;She dances so well !;0;0.2444808047849445
368;0;Damn you Bruno Mars. But thanks for the Epiphany.;0;0.2760558774422993
369;0;February 2017?;0;0.2501694719338879
370;0;"And you've learnt to dance breathtakingly! You definitely have a talent for dancing, otherwise you would've never been able to pull this off ;)";0;0.2545299581957019
371;0;whos watched the video in the last day of may 2016;0;0.2695403365501265
372;0;I Like This Song;0;0.2556901352073827
373;1;Love this song it's for my man the day I leave yup;1;0.8685418757058508
374;0;i'd be proud to have this a my wedding song;1;0.7616403637775501
375;0;I'm here because of jinyoung. 😏😋;0;0.2741380505341691
376;0;this guy looks like some dbag hipster like Cody Simpson, but then he sings and ahh the lyrics and the music and his voice and then i immediately regret thinking that ;1;0.6816110303360254
377;0;My favorite song i could listen to this everyday and still cry. Bruno Mars always sings from his heart!;1;0.9513249515330264
378;0;10 years ago idc it will always stay in my heart love it;1;0.7658831948251041
379;0;Ok thanks;0;0.2473876570431722
380;0;Cool;0;0.2435746177889455
381;0;Cool;0;0.2435746068070269
382;0;Cool;0;0.2435746068070269
383;0;Cool;0;0.2435746068070269
384;0;Cool;0;0.2435746177889455
385;0;She is beautiful I thought 💭 that was his wife awww 🥰;0;0.3818997258834836
386;0;People it’s “thinking out loud” not “let’s getting it on” I know it’s sounds like it but it’s thinking out loud;0;0.2889395594036268
387;1;💙💙💙Via Ace I luv yu mostest boo..I thank god everyday for yu walkin into my life.Gonna luv yu forever💯🙏⚘⚘⚘💍😘💙💙💙💙💙💙💙💙💙💙;1;0.925648672352468
388;0;ed shiiren;0;0.278660813042894
389;0;Now my baby's dancing, but she's dancing with another man;1;0.932174873538413
390;1;My dad and my step mom love this song;0;0.4501777311828208
391;0;who is here in 2022  ?;0;0.2475585110444243
392;0;It's crazy how many people come back to this everyday.This song is legendary♪;0;0.4279670734434092
393;0;The prickly saxophone expectably introduce because shoe simultaneously alert off a sad replace. deafening, ill specialist;0;0.2772679127307922
394;0;I lv the  song mwatchng it as we speak;0;0.2700979229563495
395;0;me before you brought me here..such a nice song 😍😘;0;0.2550391482198489
396;0;if yours Brock up that will be sad I fell sorry for you guys;0;0.4803099363752137
397;1;This will go down as an all time classic, amazing, love the dancing, you go Ed, goofy guy has more talent than should be allowed;0;0.3076510050977781
398;0;if your listening to this in 2020 you are a john LEGEND;0;0.2279616838032654
399;0;OMG 1.5 speed IS SCARY;0;0.2770770789492192
400;1;Cant stop listening this , years have passed. Still in my heart ❤;1;0.9170573964223324
401;0;2021 still watching 🇵🇭🥰;0;0.2487144354436339
402;1;reminds me of my girl jess;0;0.4179199430533158
403;0;beautiful song. good job brother :))) ;0;0.2317867955646024
404;0;Good job Ed! Congrats on the new Video. Love you beautiful Ginger 😆😁;0;0.2437959386311278
405;0;Jhon is dead rip😭🕇;0;0.2526119635310684
406;0;1381 people don't like this. I'd just like to know why. Usually if I don't like something I move on, unless I hate it then I press the thumb down. Just wondering;0;0.4045813949345215
407;1;awful fucking song no wonder yuppie white girls love this shit this dude is a wannabe john mayer didn't we get enough of the deep hearted white guy with guitar from him !!!!!;0;0.2782617913710848
408;1;You are reading this comment. Thinking what is this comment about? Nothing. Just that you are a beautiful person. :);0;0.407429168155016
409;0;This is The music that made me fall in love with music,now what a history of everyone's own experience with this song.;1;0.9364862056550276
410;0;John Legend's wife is so beautiful.;1;0.798234358052282
411;0;ANOTHER LOVE!;0;0.2346609261195329
412;0;What a song great tune ;0;0.2303388223286483
413;1;Rip to all the friends I’ve lost and family 😪❤️❤️😇😇😇;0;0.4443323435851452
414;0;This song is fantastic😍😭❤️;0;0.2310189007758638
415;0;OMG ED!!!!!! You're dancing!!!! Omg this is so fucking perfect!!!!!!;0;0.2459890330447484
416;0;Ed Sheeran's sons make you wanna fall in love,or die,there is no inbetween :);1;0.7287288798428765
417;0;Such a fantastic song that really makes me to have a higher impression on love ....love forever;1;0.930924872255888
418;0;Amo;0;0.2435746068070269
419;0;Amo;0;0.2435746177889455
420;0;this is an unbelievably good song. it just blows my mind how beautifully written it is. not an ed sheeran fan, but holy shit this song amazing.;0;0.2719238448677548
421;1;OBSESSED! Just fantastic- both the song and the video!;0;0.2318343465674103
422;1;This song is the voice of all IRANIAN peoples.. ♥️🇮🇷;0;0.3247719230003627
